customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15806132,555,France,Male,55,4,14679881,1,1,1,7414977,0
15813022,531,Spain,Male,70,1,0,2,0,0,9950319,0
15673578,611,Germany,Female,40,7,12848691,2,1,0,1010947,0
15757916,600,France,Female,38,9,0,2,1,1,5885585,0
15689168,531,Spain,Male,37,1,14340729,2,0,1,8440246,0
15769216,601,France,Female,43,2,0,1,1,0,4971387,1
15593295,548,France,Male,57,6,7616565,1,1,1,13353753,0
15804814,759,France,Male,40,4,0,2,1,0,12461559,0
15778934,678,Spain,Female,49,8,0,2,0,1,9809069,0
15802351,755,Germany,Female,33,6,905603,2,1,1,4260769,0
15630241,594,France,Male,61,3,6239122,1,1,1,19243411,0
15719561,768,France,Male,42,5,0,3,0,0,606864,0
15615096,492,France,Female,31,7,0,2,1,1,4946344,0
15659931,637,Germany,Female,55,1,1233782,1,1,0,8143199,1
15714586,646,Spain,Female,42,3,9983647,1,0,1,2290956,0
15634949,593,Germany,Male,74,5,16143436,2,1,1,6553217,0
15589224,596,Spain,Male,41,5,0,2,0,1,14105385,0
15795990,722,Germany,Female,48,10,13831176,1,1,1,347263,1
15603216,642,France,Male,25,7,0,2,1,0,10208378,0
15631201,472,Spain,Female,28,4,0,2,1,0,180177,0
15686255,738,Germany,Male,35,6,10174484,1,0,0,8518544,0
15746594,732,Spain,Male,33,8,0,1,1,0,1198827,0
15718893,404,Germany,Female,54,4,12545607,1,1,0,8371566,1
15671609,701,France,Male,44,7,0,2,1,0,2342578,0
15652540,683,France,Male,31,2,0,2,0,1,7732678,0
15774857,460,France,Female,27,7,0,2,1,0,15615008,1
15791836,690,France,Male,29,5,0,2,1,0,10857797,0
15651554,618,Germany,Female,54,4,11844921,1,1,1,13357329,1
15583576,671,France,Male,30,2,0,1,0,1,10205786,0
15732740,765,Spain,Female,32,9,17809555,1,0,0,4724756,0
15723320,651,Germany,Female,25,2,10917514,2,1,0,11456647,0
15603851,704,France,Male,32,7,12778517,4,0,0,1844647,1
15777923,544,France,Female,45,6,0,2,0,1,15140133,0
15735719,790,France,Female,40,9,0,2,1,1,706071,0
15703482,710,Germany,Male,34,9,13426036,2,1,0,14707467,0
15605835,743,France,Male,37,8,6914391,2,0,1,10578018,0
15664881,702,France,Male,34,4,10005477,1,1,0,10949645,0
15757568,704,France,Female,45,6,0,1,1,1,13773945,0
15792660,614,France,Male,38,2,11624888,1,1,0,10514092,0
15599722,609,Spain,Female,43,6,8605352,2,1,1,11327646,1
15726354,688,France,Female,32,6,12315795,1,1,0,17253123,0
15610355,713,France,Male,44,1,6343891,1,1,0,643754,0
15704284,736,Germany,Male,57,9,9529539,1,1,0,2843444,1
15621893,727,France,Male,18,4,13355067,1,1,1,4694141,0
15588219,850,France,Female,38,1,10687181,2,1,0,2933301,0
15688619,718,Spain,Male,45,3,10526632,2,1,1,19372451,0
15765518,643,France,Female,51,2,10522953,1,1,0,3496775,1
15616931,653,France,Male,41,8,10276842,1,1,0,5566385,0
15758372,674,France,Male,18,7,0,2,1,1,5575312,1
15782591,690,France,Male,35,6,11268995,1,1,0,17696231,0
15612109,819,France,Male,38,9,12233426,2,1,1,18150744,0
15613712,634,Spain,Male,34,1,0,2,1,0,6199557,0
15639322,633,Spain,Male,33,4,13784741,2,1,0,9834913,0
15594349,850,France,Male,49,5,12248647,1,0,1,5974819,0
15574167,665,France,Male,33,2,10128611,1,1,1,15984051,0
15811842,630,Spain,Male,26,7,0,2,1,1,665664,0
15648794,836,Spain,Male,57,4,10124706,1,1,0,3714162,1
15771211,668,France,Male,38,10,8697796,1,0,1,3709475,0
15588614,753,France,Male,57,7,0,1,1,0,15947508,1
15630698,745,France,Female,55,9,11012359,1,0,1,5154814,1
15694200,693,France,Male,36,8,17811182,1,0,0,5871963,1
15721426,606,Germany,Male,65,10,12630664,3,0,0,786168,1
15725997,660,France,Female,35,6,10076877,1,1,0,1919961,0
15762138,608,France,Male,42,5,0,2,1,0,17850429,0
15750649,744,France,Female,44,3,0,2,1,1,18901614,0
15685706,731,France,Female,40,7,11899179,1,1,1,15604864,0
15641835,683,France,Male,72,3,14099726,1,0,1,5287641,0
15586821,727,France,Male,28,5,0,2,0,1,1965308,0
15569678,561,Germany,Male,32,6,16682459,1,1,0,13945198,0
15793842,700,France,Female,34,2,7632269,1,1,0,12813629,0
15667554,605,France,Male,35,6,0,2,1,1,4520657,0
15794479,767,Spain,Male,77,8,1490837,1,1,1,19014683,0
15585041,511,France,Male,33,7,0,2,0,1,15831387,0
15780650,667,France,Male,40,9,0,1,1,1,966702,0
15780846,787,France,Male,33,1,12658881,2,0,1,6216353,0
15805260,705,Germany,Female,56,2,14324967,1,1,0,8842841,1
15621629,773,Germany,Male,43,8,8184491,2,1,1,3590846,0
15662151,554,France,Male,40,4,0,1,0,1,16878004,0
15747174,526,Germany,Male,58,9,19029889,2,1,1,19126376,0
15651585,661,Germany,Male,35,2,11721218,1,1,1,8305203,0
15649738,698,France,Female,46,0,0,2,1,1,12596202,0
15633108,646,France,Male,26,4,13984817,1,1,0,16469627,0
15769254,757,Germany,Female,34,9,10186136,2,0,0,18701196,0
15704746,699,Spain,Male,35,2,16745566,2,1,1,5532449,0
15637644,667,France,Female,24,4,0,2,0,1,3433555,0
15609562,774,Spain,Female,43,1,11636007,1,1,0,1700414,0
15787459,745,Spain,Male,40,3,8846682,1,0,0,11633142,0
15762902,649,France,Female,42,7,0,2,0,1,2297401,0
15738605,634,Germany,Female,46,5,12364236,1,1,1,4972516,1
15724889,665,Spain,Male,38,9,0,1,0,1,8741274,0
15730735,713,France,Male,38,9,7228684,2,1,1,2613689,0
15689147,652,France,Female,40,1,0,2,1,0,12655496,0
15730397,739,Spain,Male,40,1,10968161,1,1,1,1933213,0
15762169,556,Germany,Male,37,9,14501864,2,1,0,9092802,1
15589320,699,Spain,Male,34,8,0,1,1,1,7651046,0
15799211,708,Spain,Female,32,8,18748763,1,1,1,1201155,0
15798310,480,France,Male,35,2,16569291,1,1,1,19798458,0
15609998,700,Germany,Female,59,5,13764841,1,1,0,14297705,1
15583548,525,Spain,Female,47,6,118560,1,1,0,8252261,1
15761763,845,France,Male,33,8,16438553,1,1,0,15066497,0
15764409,613,France,Male,37,9,1082865,1,1,1,11415344,0
15710161,850,France,Female,34,2,0,2,1,1,17170666,0
15735246,798,Spain,Female,58,9,0,2,0,0,11907156,1
15791700,773,Germany,Male,47,2,11807947,4,1,1,14300749,1
15670753,614,Spain,Male,35,2,12728378,1,1,1,3130235,0
15573876,473,Spain,Male,48,8,0,2,1,0,711398,0
15770174,762,France,Male,29,6,14138906,1,1,0,5412289,0
15641114,701,France,Male,37,8,1300915,1,1,1,12003129,0
15682435,600,France,Male,35,4,14374477,2,1,0,10407651,0
15751788,850,Spain,Male,28,9,9740803,1,1,1,17585364,0
15672598,613,Spain,Male,30,9,11192745,1,1,1,17579587,0
15762803,509,France,Male,31,3,0,2,1,0,1536091,0
15812982,509,Spain,Male,38,2,0,1,0,0,16846012,0
15597901,609,France,Male,34,1,0,1,1,1,1811779,0
15731507,456,France,Female,33,1,18828568,1,0,0,5836394,0
15809826,728,France,Female,46,2,10970552,1,1,0,2027687,1
15764237,663,Spain,Male,33,9,0,2,0,0,9151462,0
15769917,673,Germany,Female,34,1,12712279,3,0,1,767031,0
15641850,717,France,Male,40,0,9824104,1,1,0,11088714,0
15770974,741,Germany,Female,37,8,17084008,2,0,0,10984316,0
15803749,498,Germany,Female,41,4,8754106,2,1,1,1257721,1
15684999,850,France,Female,26,4,6261096,2,0,1,1793651,0
15770225,493,France,Male,36,9,0,2,1,1,6581653,0
15627484,686,France,Female,47,5,11332893,1,1,0,1241709,0
15610337,666,Spain,Male,35,2,10483249,1,1,0,17501512,0
15752488,733,Spain,Female,31,9,10228985,1,1,1,11544166,0
15610056,631,Germany,Female,34,6,12522782,2,0,1,12824703,0
15806049,714,Germany,Female,49,5,14051089,1,1,0,14191494,0
15736069,767,Germany,Female,35,6,13225322,1,1,0,11556657,1
15763662,711,Germany,Male,43,2,3904329,2,1,1,17542369,0
15615575,722,France,Male,34,8,0,2,1,1,13344749,0
15691723,631,Spain,Male,55,9,9968506,1,1,0,11447498,0
15774098,701,Germany,Male,38,3,12538549,2,0,1,5204466,0
15750808,790,Spain,Male,46,2,13136537,2,1,1,18029068,0
15744368,633,Spain,Male,58,6,9830851,1,1,1,13203413,0
15610594,644,France,Female,37,8,0,2,1,0,2096888,0
15756125,757,Spain,Male,44,5,14085616,2,1,0,1587351,0
15623277,696,France,Female,30,8,0,2,1,1,19613444,0
15795954,746,France,Male,35,2,17227401,1,1,0,2237497,0
15671969,649,Spain,Male,36,8,0,2,1,0,16166815,0
15791268,565,Spain,Male,38,0,12244776,1,0,0,6733934,0
15713655,720,France,Female,38,10,0,2,1,1,5622972,1
15633930,648,Spain,Female,56,6,15755959,2,1,0,14099123,1
15712849,632,Germany,Male,41,3,1265507,1,0,0,17764452,1
15639077,622,France,Female,30,2,15858482,3,1,0,14234255,1
15808784,835,France,Male,28,2,16356961,2,1,1,15455928,0
15648577,493,France,Female,31,3,0,1,1,1,17657028,1
15670345,785,Germany,Female,33,6,12721145,1,0,0,19196183,0
15633112,681,Germany,Male,42,3,11819997,2,1,0,945288,1
15714397,621,Germany,Female,30,2,10101408,2,1,1,16525731,0
15780038,756,Spain,Male,38,6,11920885,1,1,0,16976389,1
15756305,515,France,Female,66,6,0,2,1,1,16066311,0
15578799,625,France,Female,58,10,5377273,1,1,1,1920721,1
15800326,717,Spain,Female,39,6,0,2,1,0,9327561,0
15785485,595,Germany,Female,41,2,13887881,1,0,1,11226967,0
15783958,539,Spain,Female,37,1,13092281,2,0,0,218683,0
15727546,762,France,Male,35,9,0,2,1,1,430757,0
15739576,706,Spain,Male,20,8,0,2,1,1,1236811,0
15631333,677,Spain,Female,25,8,13086619,1,1,0,4241021,0
15604782,733,Germany,Female,33,7,18725794,1,0,1,19043081,0
15589643,684,Spain,Female,41,7,0,1,1,1,13839437,0
15585533,679,France,Male,36,6,14773364,1,0,1,17250138,0
15681506,478,Spain,Male,43,1,0,2,1,1,19791643,0
15630551,696,France,Male,33,2,16313927,1,1,1,703536,0
15698349,686,Spain,Female,35,4,0,2,1,1,15967655,0
15776631,466,France,Female,36,5,11954015,1,0,1,8060399,0
15762216,686,France,Female,41,4,12955376,2,1,0,1875998,0
15623927,576,France,Male,55,9,0,2,1,1,9445097,0
15681402,763,Germany,Female,61,1,6610189,1,1,1,14398127,0
15586264,572,France,Male,43,2,14043198,1,1,0,2645057,1
15594685,757,France,Female,49,2,0,2,0,0,16448292,0
15812945,582,France,Female,29,0,0,1,1,1,8401281,0
15734628,623,France,Female,35,5,0,2,1,0,10119208,0
15629323,617,Germany,Female,37,4,11647143,2,1,0,17532474,1
15666823,425,France,Male,39,4,0,2,1,0,19722632,0
15777553,659,France,Female,56,9,12378524,1,1,0,9950403,1
15613097,605,France,Female,33,4,0,2,0,1,8370066,0
15622217,538,France,Female,38,8,8875895,2,0,0,2822615,1
15703588,665,Germany,Male,25,5,15361183,2,1,0,3532165,0
15570835,491,Germany,Female,57,4,11204472,1,1,1,4122973,1
15679299,726,Spain,Female,27,7,12382607,1,0,1,7897058,0
15808044,580,France,Female,65,9,10680426,3,1,0,10789069,1
15579208,550,France,Female,48,6,0,2,1,1,19187028,0
15684951,542,France,Female,59,2,6889277,2,1,0,790506,1
15667620,732,France,Female,43,6,0,2,1,0,6573153,0
15582960,473,France,Female,33,5,12582743,1,0,1,14569873,0
15590730,745,Spain,Male,34,9,0,2,1,0,5004625,0
15763747,732,France,Male,36,7,0,2,1,1,6083024,0
15778320,848,Germany,Female,40,5,14849564,1,0,0,15885398,0
15642787,572,France,Male,37,1,13304366,1,0,0,11124309,0
15624633,702,France,Male,45,9,7498958,1,1,1,17101469,0
15766765,664,Germany,Male,39,7,6026323,1,1,0,17083532,0
15783615,630,Germany,Male,50,3,12937091,4,1,1,4777534,1
15640161,618,Germany,Male,44,5,15795583,2,0,0,13929771,0
15619889,556,France,Male,26,4,0,1,1,0,19516738,0
15579166,619,France,Female,30,7,7072917,1,1,1,16094887,0
15789097,644,France,Male,48,8,0,2,0,1,4496554,1
15674880,658,Spain,Male,50,2,0,2,1,0,5213773,0
15778157,598,Spain,Male,27,8,9072152,2,1,0,10929618,0
15779064,677,France,Male,27,2,0,2,1,1,2009289,0
15801265,689,Spain,Female,45,0,5778422,1,1,0,197804,1
15589204,591,France,Male,33,9,13176572,1,1,0,11878206,0
15664543,699,France,Male,40,7,0,1,0,1,15287613,1
15582714,749,Germany,Male,47,9,11002274,1,0,1,13565529,1
15797595,709,France,Female,40,9,13156963,1,1,1,10397058,0
15614034,607,Germany,Male,61,2,1645235,2,1,1,3578676,0
15763171,650,Germany,Female,25,2,11433095,1,1,1,2532507,0
15647266,651,Spain,Female,45,10,13592316,1,1,0,1873284,0
15757577,676,France,Female,61,8,0,2,1,1,11852273,0
15736656,723,France,Female,49,4,0,2,0,1,8997225,0
15635078,714,Spain,Male,45,0,12469348,1,0,1,18719415,0
15680141,759,Spain,Female,35,7,14793642,1,1,1,1067857,0
15576945,582,France,Male,29,0,0,1,1,0,14251635,0
15602034,697,France,Female,34,2,12655892,1,1,0,7333443,0
15732020,610,Germany,Male,57,6,10693811,2,0,1,18661247,0
15611029,488,Germany,Female,33,4,14000235,1,1,0,12361381,0
15621210,599,Germany,Male,46,9,12344472,1,1,1,3136808,1
15569222,781,France,Male,32,6,14710791,1,1,1,4006695,0
15664639,645,France,Male,19,9,12851484,1,0,0,17596919,0
15724223,545,France,Female,55,5,0,1,0,0,1003477,1
15644621,597,Germany,Female,40,9,10675601,2,1,0,15116794,0
15756056,561,Spain,Female,28,3,0,2,1,0,19138776,0
15700353,662,France,Female,37,6,0,2,1,0,5122917,0
15624388,649,Germany,Female,50,5,15539332,1,1,1,8735142,1
15627212,630,France,Female,36,2,11041448,1,1,1,4898495,0
15648005,672,Spain,Male,33,2,0,2,1,1,182738,0
15681446,636,Germany,Female,37,9,15709852,1,1,1,15353527,0
15775888,593,Germany,Female,38,5,856266,1,1,1,12507965,0
15749019,545,Germany,Male,45,6,9379642,2,1,1,16232126,0
15709928,567,Spain,Female,41,1,0,2,1,0,341472,0
15784676,583,France,Male,51,6,12526803,2,1,0,16508225,0
15748116,681,France,Female,29,2,14814384,1,1,1,5202139,0
15612193,762,Spain,Male,29,10,11554533,2,1,0,14825643,0
15762984,648,Spain,Male,35,7,0,2,0,0,12289901,0
15613713,644,France,Male,30,5,4492888,1,1,1,1077146,0
15664204,706,Spain,Male,29,2,0,2,1,1,1825551,0
15639415,850,France,Male,35,3,16244235,1,1,0,18356678,0
15806332,484,Spain,Female,39,5,0,2,1,1,17522412,0
15614929,508,Germany,Male,28,0,9621382,2,1,0,14791356,0
15695492,439,France,Female,29,6,15656943,1,1,0,18059866,0
15635972,484,Spain,Male,36,8,0,2,1,0,18613648,0
15616380,803,Spain,Female,37,1,0,2,0,0,74552,0
15581440,724,Germany,Female,48,6,11046325,2,1,1,8055211,1
15654390,640,France,Male,33,7,15457576,1,1,0,2572228,1
15660688,701,Spain,Female,35,9,0,2,0,0,17099686,0
15806307,537,France,Male,37,3,0,2,1,1,2060332,0
15647975,651,Germany,Male,26,5,14703732,1,0,0,14176326,0
15595728,523,Germany,Male,41,0,11927631,1,0,0,12228438,1
15735388,717,France,Female,25,7,10866485,2,1,0,19001185,0
15788535,593,Spain,Male,44,5,0,1,1,0,12804698,0
15765902,706,Germany,Male,38,5,16303482,2,1,1,13566217,0
15642345,714,Germany,Female,49,4,9305934,1,1,0,757151,1
15641250,794,Spain,Male,38,9,17958131,1,1,0,2359624,0
15706163,518,Germany,Male,46,4,11362593,1,0,0,9272742,1
15746708,589,Germany,Male,55,7,11996148,1,1,0,6515683,1
15775203,824,France,Male,45,3,12920948,1,0,0,6015177,0
15787907,719,Germany,Female,42,5,13722704,3,1,0,14909738,1
15646764,617,Germany,Female,58,3,11902475,2,1,0,3519924,1
15678284,651,France,Male,35,7,746235,3,1,0,12945129,1
15726791,637,Spain,Female,45,2,15792945,1,1,1,14513449,1
15813144,554,France,Female,26,7,9260686,2,1,0,19270969,0
15669342,731,Germany,Male,35,2,12786293,2,1,0,1390837,0
15710366,569,Spain,Female,42,1,0,1,1,1,836296,1
15614934,625,Germany,Female,37,4,14271181,1,1,0,3562541,0
15588701,592,France,Female,38,4,0,2,1,0,3533896,0
15665438,669,France,Male,43,1,16315985,1,0,1,156028,0
15644896,663,Germany,Male,32,3,10858686,1,1,1,18235521,0
15670205,518,Germany,Female,41,5,11062499,1,1,0,8932767,0
15635776,686,Germany,Female,43,5,15484624,2,1,1,1519036,0
15791053,709,Germany,Male,45,4,12291771,1,1,1,1158,1
15644005,571,France,Female,33,9,0,2,0,1,7751962,0
15796343,707,France,Female,31,2,8278793,2,0,0,9142369,0
15751057,701,Germany,Male,32,5,10250034,1,0,0,10628777,0
15623430,672,France,Male,34,9,0,2,1,0,16180077,0
15682600,620,Germany,Male,39,9,15949279,1,1,0,8058234,1
15769312,557,Spain,Male,48,10,0,2,1,1,18509448,0
15708212,648,Spain,Female,54,7,11824102,1,1,0,17258689,1
15650258,479,France,Female,35,2,1130904,1,1,0,19564979,0
15604345,730,France,Female,22,9,6576357,1,1,1,14579201,0
15578297,737,Germany,Female,43,1,12553738,1,1,0,13851001,1
15671789,616,France,Male,31,3,9426391,2,1,0,16889506,0
15726186,639,Spain,Male,29,4,13343457,2,1,0,9798344,0
15764618,815,Spain,Female,39,6,0,1,1,1,8516788,0
15730738,786,Spain,Male,31,9,0,2,1,1,1821036,0
15637650,549,France,Male,50,9,9474876,2,0,1,1360818,0
15606267,622,France,Female,38,4,9864074,1,1,1,11045799,0
15625904,624,France,Male,26,9,746819,2,0,0,3123135,0
15654463,841,France,Male,34,4,0,2,1,0,14158266,0
15774151,614,Spain,Female,41,7,17991585,1,0,0,1466635,1
15693259,676,France,Male,30,1,12820723,1,1,1,5540017,0
15642468,697,France,Male,42,9,13273926,2,0,0,17466765,0
15758531,732,France,Female,40,10,0,2,1,0,15418908,0
15728352,623,France,Male,27,4,12050981,1,0,0,14217044,0
15637240,541,France,Male,46,4,12454713,2,1,0,9449906,0
15595588,773,Spain,Female,39,4,0,2,0,1,18208145,0
15778395,762,Germany,Male,34,4,8881556,2,1,0,6856226,1
15711825,655,Spain,Female,35,1,8223151,2,1,0,8879802,0
15599251,602,Germany,Male,32,7,18471586,2,1,0,11378199,0
15570004,850,France,Male,31,3,0,2,1,0,12186687,0
15656912,649,Spain,Male,51,4,0,1,1,1,15039057,0
15657342,850,Germany,Male,28,4,14797219,1,1,0,6070872,1
15716284,543,France,Male,43,9,0,2,1,1,7885807,0
15672374,672,France,Male,52,8,17000884,1,0,0,5640742,1
15732476,600,France,Female,27,3,0,2,0,1,12569897,0
15747724,671,Spain,Female,34,10,0,1,1,0,2323538,0
15633877,706,Spain,Female,42,8,9538682,1,1,1,7573225,0
15672516,541,Germany,Male,51,7,9037328,2,1,0,17986179,0
15607827,711,Germany,Male,34,4,13346777,2,1,1,4297664,0
15751336,630,Spain,Male,30,3,0,2,0,1,1048669,0
15646539,531,France,Male,31,3,9628826,1,1,0,5679473,0
15756901,641,France,Female,26,4,9154784,2,0,1,2815734,0
15809286,631,Germany,Male,37,8,13829264,2,0,0,15242291,1
15759021,685,France,Male,35,9,0,1,1,0,16703383,0
15725039,702,Spain,Male,32,8,7166774,1,1,1,12608218,0
15579130,708,Germany,Female,43,0,11899484,1,1,0,18149977,1
15754112,653,Spain,Male,55,7,0,2,1,1,4196703,0
15735522,654,Germany,Male,37,2,14561007,2,0,0,18630059,0
15613326,596,France,Female,33,1,13816281,1,1,0,8541254,0
15739502,549,Germany,Female,31,9,13502021,2,1,1,2334318,0
15670914,754,France,Male,38,2,0,2,1,0,18069832,0
15604073,815,Germany,Female,25,8,13516167,1,1,1,13607105,0
15806027,556,France,Female,52,9,0,1,1,0,1751492,1
15574886,706,France,Male,32,6,9448647,1,1,1,14694974,0
15707120,850,France,Male,46,9,11764039,1,1,0,8892068,0
15800845,732,Spain,Female,33,8,11137955,1,1,1,4509862,0
15603914,614,France,Male,40,6,0,1,1,1,2033979,1
15722765,580,Spain,Female,57,0,13682099,1,0,1,10852874,0
15783305,593,France,Female,46,7,9875251,1,1,0,14556038,0
15574842,653,Germany,Female,25,2,15826642,3,1,1,19935724,0
15607837,746,France,Female,29,4,10559967,1,1,1,4310617,0
15714877,662,France,Female,29,10,0,2,1,0,13750831,0
15782941,573,France,Male,31,2,0,2,1,1,9195739,0
15630167,684,Spain,Female,39,4,1397239,1,1,1,12061211,0
15759038,793,France,Female,41,3,14180646,1,1,0,10292117,0
15661821,798,Germany,Female,49,5,13257167,1,1,1,3168633,1
15728006,524,France,Male,40,2,1805169,1,1,0,18000242,0
15712176,816,France,Male,31,8,0,2,1,1,284074,0
15689351,742,Germany,Female,41,4,9280572,1,0,1,7374395,1
15782247,540,France,Male,22,4,0,3,1,1,18623326,1
15769064,537,Germany,Male,39,3,13530936,1,1,0,3172886,1
15718153,759,Spain,Female,74,6,12891784,1,1,1,4824464,0
15613189,774,France,Female,52,2,5658093,1,1,0,11326628,1
15661734,608,Germany,Male,42,8,13139075,2,1,0,7117809,0
15592645,704,Spain,Male,37,4,0,2,0,0,2568493,0
15768387,581,France,Male,41,8,0,2,0,0,2973714,0
15792525,628,Germany,Female,61,1,9736166,1,1,1,14992238,1
15586976,566,France,Female,42,6,0,1,1,0,18070212,1
15790659,701,Spain,Male,59,7,0,2,0,1,2759759,0
15691446,735,Spain,Male,29,10,0,2,1,1,9502527,0
15772632,680,France,Female,34,1,0,2,1,0,16703507,0
15706587,560,France,Male,57,0,0,2,0,1,11678171,0
15572461,663,Germany,Female,29,4,10271465,2,0,0,2117081,0
15654409,665,France,Female,34,5,6781672,1,1,1,2964158,0
15568025,758,France,Male,51,8,8171046,1,1,1,11652007,0
15715769,621,France,Male,26,2,7523754,1,0,1,442204,0
15667458,764,Germany,Male,28,10,12402318,1,1,0,16618828,0
15567980,537,Germany,Female,46,5,1007275,1,0,1,14085776,1
15679294,589,France,Female,46,10,10723885,2,1,0,3702428,0
15606507,555,France,Male,24,5,0,2,1,0,2751347,0
15578825,734,France,Female,29,0,13999466,1,1,0,1774472,0
15619935,783,Spain,Female,59,9,12622487,1,1,1,442363,0
15636089,678,Germany,Female,51,1,14575103,1,0,0,10971844,1
15727490,661,France,Male,47,5,0,1,0,1,10724331,1
15591766,607,Spain,Female,25,4,12116689,1,0,1,11528824,0
15641629,537,Spain,Female,38,1,0,2,0,1,4123397,0
15813303,513,Spain,Male,88,10,0,2,1,1,5295224,0
15756920,576,France,Male,63,9,7065548,1,0,0,789558,1
15726403,660,Germany,Male,41,1,12990121,1,1,0,260256,1
15592765,637,France,Male,40,8,12547081,1,1,1,17453617,0
15704442,672,France,Female,53,9,16940633,4,1,1,14731147,1
15641136,629,France,Male,32,2,0,2,0,1,7796544,0
15725818,583,Germany,Male,40,4,1070413,1,1,1,563563,0
15612071,763,Spain,Female,32,10,9515377,1,0,1,813101,0
15719809,516,Germany,Male,32,3,14516609,2,0,0,11142145,0
15716518,617,France,Female,27,4,0,2,0,0,19026921,0
15742210,700,France,Male,38,9,6596263,1,1,1,10095048,0
15630617,727,Germany,Male,36,6,14041881,1,1,1,11303373,1
15720838,689,Spain,Female,31,3,13979963,1,0,1,12066357,0
15595537,626,Germany,Male,49,9,17178784,2,1,0,18719223,0
15623196,686,France,Male,38,6,14923897,1,1,1,9782523,0
15679249,351,Germany,Female,57,4,16314646,1,1,0,16962169,1
15693199,739,France,Female,37,8,0,2,1,0,1915571,1
15661219,627,France,Male,32,10,0,2,1,0,10328762,0
15617136,451,Germany,Female,38,9,6148247,1,1,1,16753866,0
15760294,512,France,Female,41,8,14515028,1,1,0,6486932,1
15652808,774,France,Female,41,5,12667037,1,1,0,10242606,0
15657139,652,France,Female,40,8,843908,2,0,1,1078762,0
15803790,638,Germany,Male,37,2,8972886,2,1,1,3729488,0
15764105,475,France,Female,57,1,0,2,1,0,8924899,0
15672610,567,Spain,Male,40,4,1186288,1,0,0,9197363,0
15766896,750,France,Male,37,3,0,2,1,0,168702,0
15587735,850,France,Male,39,6,9686313,1,1,1,12168119,0
15659501,753,France,Female,38,6,14226345,1,0,1,3373043,0
15745001,683,Spain,Female,36,7,0,2,1,0,10478659,0
15651140,710,France,Female,32,3,0,1,1,0,9479034,0
15571148,645,Spain,Female,21,1,0,2,0,0,2872607,0
15776824,714,France,Male,28,6,12272437,1,1,1,6705727,0
15633141,696,Germany,Female,35,4,17490226,1,1,0,6907985,0
15764174,612,Spain,Female,26,4,0,2,1,1,17978074,0
15778155,520,Germany,Female,31,3,10891417,1,1,1,18357239,1
15715920,782,Spain,Male,23,10,9805266,1,1,1,14258732,0
15671917,666,France,Male,46,5,12387319,1,1,1,17784406,0
15666548,466,Germany,Female,56,2,11192013,3,1,0,19763411,1
15625623,567,France,Female,45,4,0,2,0,1,12105319,0
15748123,613,France,Male,20,3,0,2,1,1,14961377,0
15648735,718,France,Male,37,8,0,2,1,1,14281,0
15634974,614,France,Female,37,8,7515034,4,0,1,13176667,1
15713378,711,France,Male,38,10,0,2,0,0,5331178,0
15753370,691,Germany,Female,38,5,11475376,1,1,0,10766502,0
15782659,527,France,Male,32,0,0,1,1,0,10952388,0
15583364,476,France,Female,32,6,11187193,1,0,0,11213286,0
15625942,619,Spain,Female,45,0,0,2,0,0,1136454,0
15720284,607,Germany,Female,37,4,13592706,1,0,0,1808904,0
15679642,695,Spain,Male,44,8,0,2,1,1,7097413,0
15628007,653,France,Male,33,1,0,2,0,0,5337952,0
15661974,677,France,Male,46,2,5703774,1,1,1,15853101,0
15689341,655,France,Female,50,10,0,4,1,0,17926794,1
15607993,625,France,Female,52,2,7946896,1,1,1,8460603,0
15693267,679,Germany,Female,34,7,12106385,1,1,0,5698458,0
15769522,734,France,Male,51,1,11853747,1,1,1,11691245,0
15755825,666,France,Male,39,10,0,2,1,0,10299933,0
15598175,592,Germany,Female,26,4,10508207,2,1,0,13280157,0
15744327,564,France,Male,40,4,0,1,1,0,8545562,1
15798666,814,France,Female,36,6,0,2,1,1,9865701,0
15577064,592,Germany,Male,36,2,10470265,2,1,0,10794872,0
15759436,758,France,Female,50,2,9581376,3,1,1,6794409,1
15690231,612,Spain,Female,62,0,16702661,2,1,1,19289205,0
15751561,498,Germany,Male,61,7,10245326,1,1,0,18724756,1
15739068,638,Germany,Male,25,4,14804545,2,1,1,11472242,0
15758056,558,France,Male,35,1,0,2,0,0,11168757,0
15742269,756,France,Female,24,1,0,2,1,0,18418225,0
15726490,782,Spain,Male,52,4,0,1,1,1,5275982,1
15738411,505,France,Male,34,10,10449879,1,0,1,12645114,0
15727919,671,Spain,Female,29,6,0,2,0,0,1204867,0
15709396,801,France,Male,42,6,0,2,1,1,9580433,0
15654106,604,France,Male,26,8,14954252,2,0,1,19791152,0
15621653,716,France,Female,29,10,8794639,1,1,1,18253174,0
15598086,624,France,Female,45,3,6863957,1,1,0,16800231,1
15752300,607,Germany,Male,47,4,14882632,1,1,1,7945061,0
15658693,827,France,Female,60,2,0,2,0,1,6061583,0
15631838,606,France,Male,61,5,10816609,2,0,1,864321,0
15803804,717,Germany,Female,35,5,10321471,1,1,0,1721727,0
15578809,651,Germany,Male,40,1,13476021,2,0,0,17443406,1
15752026,691,France,Male,58,3,0,1,0,1,1949303,1
15723706,573,France,Female,33,0,9012464,1,1,0,13747671,0
15752838,723,Spain,Male,38,6,0,2,1,1,944156,0
